Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date
ORD1063,30-06-2025,Priya,priya79@gmail.com,9381141151,Jaipur,Rajasthan,Laptop,Electronics,-1,1499, ,UPI,Cancelled,04-07-2025
ORD1064,28-06-2025,Rohit,rohit44@gmail.com,9745435168,Lucknow,UP,Bottle,Home,1,1999,5,NetBanking,Cancelled,04-07-2025
ORD1065,27-04-2025,Sneha,sneha92@gmail.com,9231780669,Mumbai,Maharashtra,Shoes,Fashion,3,1499,10,NetBanking,Pending,01-05-2025
ORD1066,05-05-2025,Neha,neha26@gmail.com,Unknown,Mumbai,Maharashtra,Watch,Fashion,5,2599,20,Card,Returned,14-05-2025
ORD1069,20-01-2025,Vikas,vikas55@gmail.com,9385463872,Lucknow,UP,Shoes,Fashion,1,4999,0,Card,Cancelled,28-01-2025
ORD1070,28-02-2025,Sneha,sneha18@gmail.com,9191665927,Delhi,Delhi,Chair,Furniture,1,499,0,Wallet,Cancelled,04-03-2025
ORD1071,13-01-2025,Priya,priya8@gmail.com,9398321309,Delhi,Delhi,Laptop,Electronics,4,999,15,Card,Returned,21-01-2025
ORD1072,29-03-2025,Sneha,sneha64@gmail.com,9920347519,Bengaluru ,Karnataka,Chair,Furniture,3,4999,0,Card,Returned,07-04-2025
ORD1073,26-01-2025,Vikas,vikas17@gmail.com,9814518863,Mumbai,Maharashtra,Chair,Furniture,4,4999,15,NetBanking,Cancelled,31-01-2025
ORD1074,15-06-2025,Neha,neha79@gmail.com,9851707847,Pune,Maharashtra,Chair,Furniture,5,4999,20,Card,Delivered,19-06-2025
ORD1075,20-05-2025,Vikas,vikas2@gmail.com,9934129735,Pune,Maharashtra,Mouse,Electronics,4,4999,5,NetBanking,Pending,20-05-2025
ORD1077,24-01-2025,Neha,neha85@gmail.com,9919894416,Mumbai,Maharashtra,Bottle,Home,2,499, ,Wallet,Cancelled,30-01-2025
ORD1078,01-02-2025,Neha,neha42@gmail.com,9561350940,Lucknow,UP,Chair,Furniture,5,1499,20,Card,Pending,06-02-2025
ORD1079,27-01-2025,Priya,priya59@gmail.com,9961124731,Lucknow,UP,Mouse,Electronics,1,1999,15,Card,Returned,04-02-2025
ORD1080,32-13-2025,Priya,priya79@gmail.com,9541666116,Jaipur,Rajasthan,Laptop,Electronics,5,1499,5,COD,Returned,15-03-2025
ORD1081,25-05-2025,sneha  ,sneha41@gmail.com,9406235087,Jaipur,Rajasthan,Bottle,Home,5,999,20,Wallet,Returned,04-06-2025
ORD1082,01-06-2025,Vikas,vikas84@gmail.com,9289950400,Pune,Maharashtra,Watch,Fashion,3,1999,5,COD,Pending,08-06-2025
ORD1083,14-05-2025,Priya,priya17@gmail.com,9678334449,Bengaluru,Karnataka,Shoes,Fashion,5,2599,15,Wallet,Cancelled,20-05-2025
ORD1085,02-01-2025,Vikas,vikas8@gmail.com,9811000878,Mumbai,Maharashtra,Chair,Furniture,1,1999,15,Card,Returned,07-01-2025
ORD1086,24-03-2025,Rahul,rahul51@gmail.com,9334759931,Lucknow,UP,Mouse,Electronics,5,2599,5,Card,Delivered,02-04-2025
ORD1087,22-04-2025,Vikas,vikas58@gmail.com,9709409870,Bengaluru,Karnataka,Bottle,Home,5,2599,10,Card,Delivered,30-04-2025
ORD1088,04-05-2025,Rahul,rahul31@gmail.com,Unknown,Bengaluru,Karnataka,Bottle,Home,5,9999,10,Card,Cancelled,09-05-2025
ORD1089,16-06-2025,Vikas,vikas11@gmail.com,9565018695,Jaipur,Rajasthan,Shoes,Fashion,-1,4999, ,COD,Delivered,18-06-2025
ORD1091,10-03-2025,Sneha,sneha83@gmail.com,9351580623,Bengaluru,Karnataka,Bottle,Home,-1,4999, ,COD,Cancelled,16-03-2025
ORD1092,29-04-2025,Sneha,sneha41@gmail.com,9363257894,Lucknow,UP,Shoes,Fashion,-1,4999,0,Card,Returned,09-05-2025
ORD1093,21-06-2025,Priya,priya20gmail.com,9980807282,Mumbai,Maharashtra,Laptop,Electronics,2,9999,0,NetBanking,Returned,26-06-2025
ORD1094,17-05-2025,Rohit,rohit4@gmail.com,9462327553,Delhi,Delhi,Mouse,Electronics,3,9999, ,UPI,Pending,26-05-2025
ORD1095,05-04-2025,Rahul,rahul23@gmail.com,9141462098,Delhi,Delhi,Chair,Furniture,2,999,15,UPI,Cancelled,15-04-2025
ORD1098,01-06-2025,Neha,neha42@gmail.com,9795658556,Mumbai,Maharashtra,Chair,Furniture,5,9999,15,COD,Returned,04-06-2025
ORD1099,12-03-2025,Rahul,rahul62@gmail.com,9409139402,Lucknow,UP,Bottle,Home,1,499,0,UPI,Pending,15-03-2025
ORD1100,18-03-2025,Priya,priya72@gmail.com,9126426468,Pune,Maharashtra,Mouse,Electronics,5,499,15,COD,Pending,18-03-2025
ORD1101,11-01-2025,Neha,neha11@gmail.com,9496797675,Mumbai,Maharashtra,Chair,Furniture,-1,499,20,UPI,Pending,14-01-2025
ORD1102,07-01-2025,Sneha,sneha37@gmail.com,9507523995,Mumbai,Maharashtra,Chair,Furniture,5,2599,5,COD,Pending,11-01-2025
ORD1103,26-01-2025,Rohit,rohit37@gmail.com,9792751135,Pune,Maharashtra,Mouse,Electronics,2,999,20,Wallet,Cancelled,03-02-2025
ORD1105,16-04-2025,Sneha,sneha29@gmail.com,9130855060,Lucknow,UP,Laptop,Electronics,4,9999, ,COD,Cancelled,21-04-2025
ORD1107,25-01-2025,Priya,priya18@gmail.com,9857341843,Bengaluru,Karnataka,Laptop,Electronics,3,1999, ,Wallet,Returned,27-01-2025
ORD1109,09-05-2025,Priya,priya47@gmail.com,9771632294,Jaipur,Rajasthan,Chair,Furniture,2,9999, ,Wallet,Returned,16-05-2025
ORD1110,16-05-2025,Sneha,sneha32@gmail.com,Unknown,Lucknow,UP,Bottle,Home,2,999, ,NetBanking,Returned,25-05-2025
ORD1111,09-04-2025,Rohit,rohit76@gmail.com,9978213662,Pune,Maharashtra,Shoes,Fashion,1,2599,15,NetBanking,Returned,11-04-2025
ORD1112,31-05-2025,Rohit,rohit23@gmail.com,9476674723,Bengaluru,Karnataka,Bottle,Home,4,2599,15,UPI,Delivered,02-06-2025
ORD1113,10-02-2025,Amit,amit39@gmail.com,9125790157,Lucknow,UP,Laptop,Electronics,4,499,0,NetBanking,Cancelled,19-02-2025
ORD1114,23-06-2025,Rahul,rahul27@gmail.com,9963695338,Jaipur,Rajasthan,Chair,Furniture,5,999,10,Wallet,Returned,01-07-2025
ORD1115,25-05-2025,Rahul,rahul17@gmail.com,9306692646,Delhi,Delhi,Shoes,Fashion,2,2599,10,COD,Cancelled,30-05-2025
ORD1116,16-01-2025,Neha,neha74@gmail.com,9328163443,Mumbai,Maharashtra,Watch,Fashion,4,1499,0,NetBanking,Pending,23-01-2025
ORD1117,10-05-2025,Priya,priya97@gmail.com,9735134223,Lucknow,UP,Bottle,Home,5,4999,0,COD,Delivered,16-05-2025
ORD1119,12-02-2025,Rohit,rohit97@gmail.com,9739414080,Bengaluru,Karnataka,Laptop,Electronics,5,1999, ,UPI,Cancelled,20-02-2025
ORD1120,32-13-2025,Priya,priya70@gmail.com,9908689377,Mumbai,Maharashtra,Chair,Furniture,2,4999,20,UPI,Cancelled,26-03-2025
ORD1121,20-05-2025,Vikas,vikas22@gmail.com,9870762927,Pune,Maharashtra,Mouse,Electronics,1,4999,10,NetBanking,Cancelled,30-05-2025
ORD1122,22-01-2025,Neha,neha63@gmail.com,9156805257,Delhi,Delhi,Shoes,Fashion,3,1999,15,Wallet,Pending,01-02-2025
ORD1123,30-04-2025,Rohit,rohit35@gmail.com,9130062131,Mumbai,Maharashtra,Watch,Fashion,1,2599,10,NetBanking,Cancelled,05-05-2025
ORD1124,20-03-2025,Rahul,rahul45gmail.com,9927031899,Jaipur,Rajasthan,Shoes,Fashion,-1,999,20,Card,Pending,26-03-2025
ORD1126,17-05-2025,Amit,amit10@gmail.com,9479561164,Delhi ,Delhi,Shoes,Fashion,5,2599,0,Wallet,Pending,27-05-2025
ORD1127,01-01-2025,Rahul,rahul90@gmail.com,9327541358,Delhi,Delhi,Watch,Fashion,4,999, ,COD,Returned,06-01-2025
ORD1128,21-02-2025,Vikas,vikas76@gmail.com,9363445434,Mumbai,Maharashtra,Watch,Fashion,4,1499,15,Wallet,Returned,24-02-2025
ORD1129,27-01-2025,Amit,amit9@gmail.com,9325119847,Lucknow,UP,Shoes,Fashion,-1,1999, ,UPI,Delivered,29-01-2025
ORD1134,02-03-2025,Vikas,vikas63@gmail.com,9988475551,Pune,Maharashtra,Laptop,Electronics,3,499,0,Wallet,Cancelled,10-03-2025
ORD1135,28-06-2025,neha  ,neha92@gmail.com,9614026109,Mumbai,Maharashtra,Shoes,Fashion,1,1999,20,NetBanking,Pending,01-07-2025
ORD1136,21-06-2025,Rahul,rahul44@gmail.com,9843123958,Pune,Maharashtra,Mouse,Electronics,3,9999,10,Card,Delivered,25-06-2025
ORD1137,08-05-2025,Priya,priya19@gmail.com,9332427755,Delhi,Delhi,Mouse,Electronics,5,4999,10,Card,Pending,12-05-2025
ORD1138,09-05-2025,Rahul,rahul11@gmail.com,9944201387,Lucknow,UP,Shoes,Fashion,5,4999,5,UPI,Delivered,18-05-2025
ORD1139,23-04-2025,Amit,amit5@gmail.com,9371222104,Bengaluru,Karnataka,Bottle,Home,3,2599, ,UPI,Cancelled,25-04-2025
ORD1140,05-05-2025,Neha,neha87@gmail.com,9450353595,Lucknow,UP,Laptop,Electronics,1,4999,10,NetBanking,Cancelled,12-05-2025
ORD1141,12-05-2025,Amit,amit95@gmail.com,9184871973,Pune,Maharashtra,Chair,Furniture,5,9999,0,Wallet,Cancelled,21-05-2025
ORD1142,18-06-2025,Vikas,vikas38@gmail.com,9879878656,Mumbai,Maharashtra,Shoes,Fashion,5,1999,0,Card,Cancelled,21-06-2025
ORD1143,16-04-2025,Neha,neha16@gmail.com,9599207109,Bengaluru,Karnataka,Chair,Furniture,5,4999,0,COD,Returned,18-04-2025
ORD1144,16-03-2025,Vikas,vikas79@gmail.com,9571041137,Delhi ,Delhi,Watch,Fashion,1,1499, ,Wallet,Returned,20-03-2025
ORD1145,27-04-2025,Rahul,rahul70@gmail.com,9503257666,Mumbai,Maharashtra,Bottle,Home,1,1499,0,COD,Pending,02-05-2025
ORD1146,15-01-2025,Sneha,sneha17@gmail.com,9151754926,Lucknow,UP,Bottle,Home,5,4999,5,COD,Returned,21-01-2025
ORD1147,27-05-2025,Priya,priya22@gmail.com,9477542989,Pune,Maharashtra,Bottle,Home,-1,499,15,NetBanking,Returned,02-06-2025
ORD1148,28-03-2025,Rahul,rahul11@gmail.com,9859241823,Mumbai,Maharashtra,Watch,Fashion,1,999,20,COD,Cancelled,05-04-2025
ORD1149,01-04-2025,Priya,priya44@gmail.com,9690060173,Pune,Maharashtra,Shoes,Fashion,2,1999,0,NetBanking,Returned,10-04-2025
ORD1150,15-05-2025,Rohit,rohit3@gmail.com,9783266736,Mumbai,Maharashtra,Shoes,Fashion,5,2599,10,UPI,Cancelled,15-05-2025
ORD1151,14-02-2025,Amit,amit62@gmail.com,9779578645,Delhi,Delhi,Mouse,Electronics,1,2599,10,Wallet,Delivered,23-02-2025
ORD1152,18-06-2025,Sneha,sneha20@gmail.com,9205144628,Jaipur,Rajasthan,Shoes,Fashion,2,4999,0,Wallet,Pending,20-06-2025
ORD1153,08-06-2025,Rohit,rohit92@gmail.com,9216677477,Bengaluru,Karnataka,Watch,Fashion,1,4999, ,Card,Returned,12-06-2025
ORD1154,24-04-2025,Priya,priya58@gmail.com,Unknown,Pune,Maharashtra,Shoes,Fashion,5,2599,0,NetBanking,Delivered,28-04-2025
ORD1155,07-04-2025,Amit,amit98gmail.com,9597661845,Mumbai,Maharashtra,Watch,Fashion,1,1499,0,COD,Delivered,17-04-2025
ORD1158,09-06-2025,Rohit,rohit77@gmail.com,9893447040,Lucknow,UP,Chair,Furniture,2,9999,20,Wallet,Delivered,13-06-2025
ORD1159,11-03-2025,Neha,neha72@gmail.com,9719104422,Bengaluru,Karnataka,Laptop,Electronics,3,2599, ,Wallet,Cancelled,14-03-2025
ORD1160,32-13-2025,Priya,priya27@gmail.com,9203667343,Mumbai,Maharashtra,Bottle,Home,2,9999,20,COD,Delivered,13-04-2025
ORD1161,30-06-2025,Priya,priya55@gmail.com,9835595944,Mumbai,Maharashtra,Chair,Furniture,4,1499,20,Wallet,Delivered,08-07-2025
ORD1162,28-03-2025,sneha  ,sneha8@gmail.com,9313737490,Delhi ,Delhi,Watch,Fashion,1,2599, ,Card,Delivered,01-04-2025
ORD1163,12-02-2025,Rahul,rahul56@gmail.com,9611164415,Delhi,Delhi,Shoes,Fashion,-1,2599,0,Wallet,Delivered,14-02-2025
ORD1164,03-04-2025,Vikas,vikas56@gmail.com,9849315681,Lucknow,UP,Bottle,Home,5,2599,15,COD,Delivered,10-04-2025
ORD1165,19-04-2025,Neha,neha28@gmail.com,9235161022,Mumbai,Maharashtra,Laptop,Electronics,2,499, ,UPI,Pending,29-04-2025
ORD1166,02-04-2025,Neha,neha3@gmail.com,9921574268,Delhi,Delhi,Chair,Furniture,5,1499,20,COD,Delivered,04-04-2025
ORD1167,25-05-2025,Sneha,sneha62@gmail.com,9501654641,Mumbai,Maharashtra,Mouse,Electronics,3,499,0,NetBanking,Delivered,27-05-2025
ORD1168,27-02-2025,Vikas,vikas27@gmail.com,9983080625,Lucknow,UP,Watch,Fashion,1,2599,15,NetBanking,Returned,05-03-2025
ORD1169,28-02-2025,Rahul,rahul11@gmail.com,9846751763,Delhi,Delhi,Watch,Fashion,3,999,15,COD,Cancelled,07-03-2025
ORD1170,21-01-2025,Neha,neha82@gmail.com,9558798402,Jaipur,Rajasthan,Shoes,Fashion,5,1499,0,COD,Delivered,23-01-2025
ORD1172,26-02-2025,Neha,neha16@gmail.com,9521714786,Pune,Maharashtra,Mouse,Electronics,3,499, ,Wallet,Pending,04-03-2025
ORD1173,26-04-2025,Rahul,rahul89@gmail.com,9999073839,Bengaluru,Karnataka,Watch,Fashion,1,4999,15,COD,Cancelled,30-04-2025
ORD1175,26-02-2025,Rahul,rahul22@gmail.com,9423004673,Delhi,Delhi,Watch,Fashion,1,1499,5,Wallet,Returned,26-02-2025
ORD1176,03-06-2025,Neha,neha19@gmail.com,Unknown,Mumbai,Maharashtra,Mouse,Electronics,3,4999,10,Wallet,Pending,08-06-2025
ORD1178,26-04-2025,Rohit,rohit52@gmail.com,9667967484,Lucknow,UP,Watch,Fashion,3,999,10,UPI,Cancelled,06-05-2025
ORD1179,19-05-2025,Amit,amit49@gmail.com,9617911882,Mumbai,Maharashtra,Watch,Fashion,4,4999,0,Card,Cancelled,25-05-2025
ORD1180,05-05-2025,Amit,amit30@gmail.com,9640151081,Mumbai ,Maharashtra,Laptop,Electronics,-1,499,0,UPI,Cancelled,10-05-2025
ORD1181,19-03-2025,Amit,amit5@gmail.com,9421136377,Delhi,Delhi,Laptop,Electronics,3,1499,15,COD,Cancelled,25-03-2025
ORD1182,25-06-2025,Rahul,rahul46@gmail.com,9993898089,Bengaluru,Karnataka,Bottle,Home,5,499,20,NetBanking,Returned,05-07-2025
ORD1183,12-04-2025,Amit,amit77@gmail.com,9241602288,Delhi,Delhi,Bottle,Home,4,9999,20,NetBanking,Cancelled,18-04-2025
ORD1185,14-02-2025,Rahul,rahul56@gmail.com,9870048875,Delhi,Delhi,Watch,Fashion,1,999,0,NetBanking,Cancelled,18-02-2025
ORD1186,31-03-2025,Vikas,vikas44gmail.com,9462113296,Mumbai,Maharashtra,Chair,Furniture,-1,499,10,Card,Pending,07-04-2025
ORD1187,06-06-2025,Rahul,rahul91@gmail.com,9299209389,Delhi,Delhi,Mouse,Electronics,5,2599, ,Card,Returned,13-06-2025
ORD1188,18-02-2025,Rohit,rohit68@gmail.com,9134839694,Mumbai,Maharashtra,Mouse,Electronics,-1,2599,15,COD,Cancelled,28-02-2025
ORD1189,30-04-2025,neha  ,neha84@gmail.com,9104440852,Pune,Maharashtra,Shoes,Fashion,2,499,0,UPI,Pending,07-05-2025
ORD1190,27-06-2025,Rohit,rohit72@gmail.com,9828064790,Bengaluru,Karnataka,Laptop,Electronics,3,1499,0,NetBanking,Delivered,30-06-2025
ORD1192,10-04-2025,Sneha,sneha47@gmail.com,9346739926,Lucknow,UP,Chair,Furniture,2,1499,0,UPI,Returned,20-04-2025
ORD1193,24-02-2025,Rahul,rahul83@gmail.com,9914184322,Pune,Maharashtra,Bottle,Home,3,499,0,Wallet,Returned,01-03-2025
ORD1194,17-05-2025,Neha,neha48@gmail.com,9251581328,Bengaluru,Karnataka,Laptop,Electronics,5,1499,0,Card,Delivered,27-05-2025
ORD1195,26-06-2025,Rahul,rahul97@gmail.com,9670476961,Pune,Maharashtra,Shoes,Fashion,2,9999,20,COD,Delivered,01-07-2025
ORD1196,19-05-2025,Rohit,rohit36@gmail.com,9343829003,Lucknow,UP,Laptop,Electronics,4,9999,20,COD,Delivered,26-05-2025
ORD1197,31-03-2025,Rahul,rahul76@gmail.com,9977813525,Mumbai,Maharashtra,Watch,Fashion,5,499, ,COD,Delivered,07-04-2025
ORD1198,11-05-2025,Vikas,vikas75@gmail.com,Unknown,Mumbai ,Maharashtra,Mouse,Electronics,-1,999,10,Card,Delivered,19-05-2025
ORD1199,16-03-2025,Priya,priya25@gmail.com,9827915503,Mumbai,Maharashtra,Chair,Furniture,-1,499,0,NetBanking,Returned,25-03-2025
ORD1200,32-13-2025,Rohit,rohit8@gmail.com,9900633970,Jaipur,Rajasthan,Mouse,Electronics,4,1499,5,Wallet,Pending,32-13-2025
ORD1201,24-01-2025,Rohit,rohit31@gmail.com,9117012775,Bengaluru,Karnataka,Shoes,Fashion,2,1999,0,UPI,Delivered,29-01-2025
ORD1202,16-05-2025,Rohit,rohit29@gmail.com,9297341581,Bengaluru,Karnataka,Chair,Furniture,5,9999, ,Wallet,Delivered,21-05-2025
ORD1203,29-04-2025,Vikas,vikas36@gmail.com,9900923665,Bengaluru,Karnataka,Bottle,Home,4,2599,20,UPI,Cancelled,07-05-2025
ORD1204,27-04-2025,Amit,amit28@gmail.com,9221581146,Lucknow,UP,Chair,Furniture,2,2599,0,NetBanking,Pending,02-05-2025
ORD1206,17-03-2025,Vikas,vikas95@gmail.com,9428593006,Bengaluru,Karnataka,Chair,Furniture,2,9999,0,UPI,Cancelled,22-03-2025
ORD1207,14-03-2025,Neha,neha51@gmail.com,9327323248,Delhi,Delhi,Laptop,Electronics,2,4999,20,UPI,Delivered,19-03-2025
ORD1212,14-01-2025,Rohit,rohit67@gmail.com,9919764359,Pune,Maharashtra,Laptop,Electronics,5,1999,20,NetBanking,Delivered,23-01-2025
ORD1213,24-03-2025,Vikas,vikas32@gmail.com,9725923904,Mumbai,Maharashtra,Mouse,Electronics,5,1499,0,UPI,Cancelled,03-04-2025
ORD1215,11-04-2025,Vikas,vikas57@gmail.com,9116763158,Jaipur,Rajasthan,Mouse,Electronics,5,9999,0,Wallet,Returned,18-04-2025
ORD1217,25-04-2025,Neha,neha6gmail.com,9913448662,Bengaluru,Karnataka,Laptop,Electronics,5,9999,10,Card,Returned,28-04-2025
ORD1218,21-05-2025,Amit,amit29@gmail.com,9171906382,Lucknow,UP,Bottle,Home,2,1499,20,UPI,Returned,23-05-2025
ORD1219,26-01-2025,Rahul,rahul38@gmail.com,9240228562,Mumbai,Maharashtra,Mouse,Electronics,5,499,10,UPI,Pending,28-01-2025
ORD1220,04-04-2025,Rohit,rohit96@gmail.com,Unknown,Bengaluru,Karnataka,Watch,Fashion,1,9999,10,COD,Returned,08-04-2025
ORD1221,02-02-2025,Vikas,vikas94@gmail.com,9250810488,Lucknow,UP,Bottle,Home,5,999,15,NetBanking,Returned,08-02-2025
ORD1222,27-05-2025,Sneha,sneha39@gmail.com,9835766723,Lucknow,UP,Watch,Fashion,3,4999,15,Wallet,Returned,29-05-2025
ORD1223,01-05-2025,Vikas,vikas81@gmail.com,9706847038,Pune,Maharashtra,Watch,Fashion,5,4999,10,COD,Cancelled,10-05-2025
ORD1224,15-03-2025,Rahul,rahul61@gmail.com,9378954231,Mumbai,Maharashtra,Mouse,Electronics,2,4999,0,COD,Returned,20-03-2025
ORD1226,16-01-2025,Rohit,rohit61@gmail.com,9334158867,Mumbai,Maharashtra,Watch,Fashion,5,499,20,UPI,Cancelled,19-01-2025
